file_name,#followers,user_engagement,verified,depth,user_id1,tweet_id1,t1,user_id2,t2,veracity,resp_time,retw_prob,length,#hashs,#mentions,#URLs,sentiment_score,text,label
528389559441444864,233240,40.85229132569558,0,0.0,ROOT,528389559441444864,0.0,2316246829,0.0,0,0.0,0.0005702280912364,98,2,0,2,-0.2728,"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL",1
538412662858588160,1531837,53.45533141210375,0,0.0,ROOT,538412662858588160,0.0,279390084,0.0,0,0.0,0.0001729949074216,107,2,0,1,-0.8934,"mike brown murder trial witness, #deandrejoshua fatally shot & set on fire after verdict #deandrejoshua URL",1
524959836778536961,7438847,55.37976929902396,1,0.0,ROOT,524959836778536961,0.0,15012486,0.0,1,0.0,1.2501937464233369e-05,118,0,0,1,-0.6705,update: ottawa police confirm gunman in canada shooting shot and killed. search on for possible additional gunmen. URL,0
527308173112139776,483142,2.6585268214571656,1,0.0,ROOT,527308173112139776,0.0,749963,0.0,1,0.0,0.0001800712833908,100,0,0,1,0.886,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL,0
407290871856369664,876305,2.3113622096672946,0,0.0,ROOT,407290871856369664,0.0,467047990,0.0,1,0.0,0.00039940431699,81,0,0,0,-0.6806,"r.i.p paul walker, why are people making jokes about his death? not funny at all!",0
519965814175567872,1314861,20.070093457943926,1,0.0,ROOT,519965814175567872,0.0,15163466,0.0,0,0.0,5.85613232121114e-05,86,0,0,2,0.6124,a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL,1
356437941641416705,11672,6.478674140872532,0,0.0,ROOT,356437941641416705,0.0,56851629,0.0,0,0.0,0.0044551062371487,99,0,0,0,-0.1531,obama has filed federal charges against zimmerman for violating trayvon's civil rights. god is good,1
407192370040803329,6786253,51.82895354293759,1,0.0,ROOT,407192370040803329,0.0,20177423,0.0,1,0.0,3.595504028511758e-05,32,0,0,2,0.0,remembering paul walker: URL URL,0
489902412900343809,9791437,76.21597096188748,1,0.0,ROOT,489902412900343809,0.0,972651,0.0,0,0.0,7.475920030941321e-05,98,1,0,2,-0.1531,update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL,1
407188779255222273,6650218,58.20481380563125,1,0.0,ROOT,407188779255222273,0.0,16312576,0.0,1,0.0,1.8345263268061287e-05,75,0,0,1,-0.8225,paul walker remembered: celebs react to 'fast and furious' star's death URL,0
520630231531802624,4144151,9.042582106455264,1,0.0,ROOT,520630231531802624,0.0,16153562,0.0,0,0.0,3.49890725506865e-05,102,1,0,2,-0.7184,#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,1
407184707118309376,11774920,56.96235579842137,1,0.0,ROOT,407184707118309376,0.0,2883841,0.0,1,0.0,3.4055433073006017e-05,95,0,0,1,-0.7845,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",0
525024181218725888,232180,30.36391223155929,1,0.0,ROOT,525024181218725888,0.0,18999969,0.0,1,0.0,0.0031139633043328,119,2,0,1,-0.8555,"cpl. nathan cirillo, 24, identified as the soldier who was shot, killed at the war memorial today. #cbcott #ottnews URL",0
514546272972574721,11483943,122.58386458562322,1,0.0,ROOT,514546272972574721,0.0,14511951,0.0,0,0.0,8.359498127080568e-06,77,0,0,1,0.0,"if you put an iphone 6 in your pocket, it may not come out the same shape URL",1
538975342011363328,295556,8.428774254614293,1,0.0,ROOT,538975342011363328,0.0,24258355,0.0,0,0.0,0.0004466158697505,120,2,1,1,-0.4215,ugh. abc reportedly paid #darrenwilson a 'mid to high' six figure fee for his interview: URL ht @senorchompers #ferguson,1
544567299102244864,298850,64.58646127142548,1,0.0,ROOT,544567299102244864,0.0,13918492,0.0,0,0.0,0.0002944621047348,100,0,2,2,0.0,high school student reportedly makes 72 million on stock market. URL @wallstreet @stuyvesanthigh URL,1
407269894938718208,46542,14.014004272489911,0,0.0,ROOT,407269894938718208,0.0,26853224,0.0,1,0.0,0.0018048214515921,70,1,0,1,-0.5574,tmz posted this two days before paul walker died ..... #illuminati URL,0
524294016435634178,2848,0.6447534766118836,1,0.0,ROOT,524294016435634178,0.0,2435960576,0.0,1,0.0,0.0175561797752809,87,0,0,2,0.0,spiders ↑ scientist finds puppy-sized spider in rainforest. sit. stay. forever. URL URL,0
514429381737852929,895472,8.994029190623618,1,0.0,ROOT,514429381737852929,0.0,14861285,0.0,0,0.0,0.0001675094251969,93,0,1,1,-0.34,some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins,1
524925600318754816,854355,72.47848875300284,1,0.0,ROOT,524925600318754816,0.0,14216661,0.0,1,0.0,0.0001767415184554,47,0,0,2,-0.5994,the scene at the war memorial in ottawa URL URL,0
532284831783460864,1628229,70.83298779083161,1,0.0,ROOT,532284831783460864,0.0,17469289,0.0,0,0.0,0.0002118866572208,99,0,0,2,-0.7003,irritated chick-fil-a manager makes a list of teen slang his employees are forbidden to use URL URL,1
525088864416043008,1828600,102.6229336681314,1,0.0,ROOT,525088864416043008,0.0,8736882,0.0,1,0.0,4.921798096904736e-05,84,1,0,2,-0.4767,"it was a long, dark day in ottawa. a timeline of the attack: URL #ottawashooting URL",0
534303066867367937,3161310,222.0426116838488,1,0.0,ROOT,534303066867367937,0.0,16973333,0.0,0,0.0,3.669364915177569e-05,85,0,0,2,-0.1027,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",1
535315394127728641,5395979,66.73086531910062,1,0.0,ROOT,535315394127728641,0.0,16331010,0.0,0,0.0,1.686440959091946e-05,49,0,0,2,-0.6908,raven symone blasts bill cosby rape story URL URL,1
519078654635409410,17524355,61.71127758655598,1,0.0,ROOT,519078654635409410,0.0,3108351,0.0,1,0.0,5.820470995936798e-06,50,0,0,1,0.0,hewlett-packard announces it will break in two URL,0
531676808836833280,622505,31.450890707751565,1,0.0,ROOT,531676808836833280,0.0,42345999,0.0,1,0.0,0.0002040144255869,101,0,0,2,0.6988,francis teaches you how to make your own doritos flavored mountain dew! watch: URL then share! :) URL,0
528495998537334785,114346,55.27777777777778,1,0.0,ROOT,528495998537334785,0.0,2461887810,0.0,1,0.0,0.0006559040106343,73,0,0,2,0.0,"after an absence of 65 years, the afghan fanged deer has returned URL URL",0
553061846081896449,16412075,11.344269765322396,1,0.0,ROOT,553061846081896449,0.0,16548023,0.0,0,0.0,0.0001331946143312,55,1,0,2,0.0,banksy's response to the #charliehebdo shooting URL URL,1
435998882250899456,5852,20.037284025462263,0,0.0,ROOT,435998882250899456,0.0,380617189,0.0,0,0.0,0.0498974709501025,138,0,0,0,0.3612,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",1
523888836456108032,722816,86.77082395317424,1,0.0,ROOT,523888836456108032,0.0,15791186,0.0,1,0.0,0.0009698180449796,100,0,0,2,0.4404,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL",0
504419526998360064,593202,58.0577480490524,1,0.0,ROOT,504419526998360064,0.0,15256225,0.0,0,0.0,0.000539445247993,63,0,0,2,0.0,nhl expansion to las vegas is reportedly 'a done deal.' URL URL,1
554886875303780352,2845147,84.29184646831706,1,0.0,ROOT,554886875303780352,0.0,16343974,0.0,0,0.0,5.693906149664675e-05,69,1,0,2,-0.8225,french police chief killed himself after #charliehebdo attack URL URL,1
524951893467234304,2887219,48.90799180327869,1,0.0,ROOT,524951893467234304,0.0,6433472,0.0,1,0.0,3.74062376286662e-05,117,1,0,1,-0.9313,"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting",0
559787890402541568,478,7.49025672749768,0,0.0,ROOT,559787890402541568,0.0,19354734,0.0,0,0.0,0.4372384937238494,75,0,0,1,0.0,$500 off your first month in our new mexico city data center? muy bien! URL,1
524593547807178753,800863,44.67395457440034,1,0.0,ROOT,524593547807178753,0.0,10252962,0.0,1,0.0,0.0001947898704272,82,0,0,2,0.0,giant puppy-sized spider found in south america said to be world's largest URL URL,0
517003426832453633,548828,7.047631790206047,1,0.0,ROOT,517003426832453633,0.0,166990746,0.0,1,0.0,0.0003789894101612,118,0,1,1,0.6369,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost",0
407254590363426816,3743902,26.76344339622641,1,0.0,ROOT,407254590363426816,0.0,22179997,0.0,1,0.0,0.0001298110901407,94,0,0,1,-0.8462,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",0
536991428694376448,240634,39.53564851354906,1,0.0,ROOT,536991428694376448,0.0,143145579,0.0,1,0.0,0.0006815329504558,62,0,0,2,0.0,"another letter to parents, included in 1970s lego sets URL URL",0
499679379820412928,237662,59.855456516502045,1,0.0,ROOT,499679379820412928,0.0,42921216,0.0,1,0.0,0.0042118639075662,63,2,0,2,0.4168,confirmed: #mikebrown had no criminal record. URL #ferguson URL,0
407161635439013888,1307,0.7017413856984068,0,0.0,ROOT,407161635439013888,0.0,1438331173,0.0,1,0.0,0.0520275439938791,90,0,0,0,-0.8555,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",0
407231740764508161,478,7.49025672749768,0,0.0,ROOT,407231740764508161,0.0,1044963481,0.0,1,0.0,0.2322175732217573,95,0,0,0,-0.8063,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.,0
511918957255991296,230126,71.18861578266494,0,0.0,ROOT,511918957255991296,0.0,121656624,0.0,0,0.0,0.0005779442566246,98,5,0,2,0.0,three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL,1
523820806917603328,1053660,12.434709553528563,1,0.0,ROOT,523820806917603328,0.0,39585367,0.0,1,0.0,9.96526393713342e-05,99,0,1,2,0.0,"researcher @naskrecki on his encounter with a goliath birdeater, the world's largest spider URL URL",0
501785003144273921,100411,10.145934466019416,1,0.0,ROOT,501785003144273921,0.0,382376904,0.0,0,0.0,0.0018523866907012,110,1,0,1,-0.6808,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL,1
515598200796090369,5232,9.648976497346474,0,0.0,ROOT,515598200796090369,0.0,1603939555,0.0,1,0.0,0.01815749235474,121,5,0,1,0.5574,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds URL",0
407217865973329920,44536,18.98648259994248,0,0.0,ROOT,407217865973329920,0.0,275796851,0.0,1,0.0,0.0083752469911981,85,2,0,1,-0.5574,"rip roger rodas, the man who died with paul walker. #rippaulwalker #riprogerrodas URL",0
348203818741272576,12729,1.8295414770738536,0,0.0,ROOT,348203818741272576,0.0,1005183901,0.0,1,0.0,0.0064419828737528,118,0,0,1,-0.5106,"'outrage' is an understatement >> irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atl address URL",0
495366618818830336,106378,24.831454783748363,0,0.0,ROOT,495366618818830336,0.0,138102228,0.0,0,0.0,0.0009964466337024,68,1,0,0,0.5574,#riphulkhogan my heart is ripping lik e your shirt. wwe'll miss you.,1
490136764619948032,9791533,76.19036095987094,1,0.0,ROOT,490136764619948032,0.0,972651,0.0,0,0.0,1.0110776320725264e-05,88,1,0,2,0.0,the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts URL URL,1
387237225286479872,18020,21.40860973888497,0,0.0,ROOT,387237225286479872,0.0,1059240924,0.0,0,0.0,0.0102108768035516,127,0,0,0,0.4416,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care.",1
377519445578895360,1072988,12.797140744392408,1,0.0,ROOT,377519445578895360,0.0,70054190,0.0,0,0.0,0.0001220889702401,104,2,1,1,0.6671,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,1
529088963420909569,1071415,6.666745899690992,1,0.0,ROOT,529088963420909569,0.0,28245852,0.0,0,0.0,0.0005917408287171,84,1,0,1,-0.7468,seriously?! i must be doing good in life. more fake #fluffydied shit popping up. URL,1
489794696013967360,19934,1.3736328702335203,0,0.0,ROOT,489794696013967360,0.0,329121956,0.0,0,0.0,0.0059195344637303,89,0,0,2,0.0,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,1
531833153145823233,9791557,76.1853196208913,1,0.0,ROOT,531833153145823233,0.0,972651,0.0,1,0.0,1.766828299115248e-05,76,0,0,2,0.0,just your monday reminder that doritos-flavored mountain dew exists. URL URL,0
489812926828924928,46743919,59.222044088176354,1,0.0,ROOT,489812926828924928,0.0,759251,0.0,0,0.0,4.165247676387596e-05,102,1,0,2,-0.6249,"#mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says URL URL",1
489796088338341888,208585,86.66628407460546,1,0.0,ROOT,489796088338341888,0.0,271413771,0.0,0,0.0,0.0004554498166215,77,0,0,2,0.0,breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL,1
522553662996901888,31681,0.2214479287650019,0,0.0,ROOT,522553662996901888,0.0,1854274926,0.0,0,0.0,0.0038193238849783,103,0,0,1,-0.5106,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross URL,1
531833233143783424,181345,34.975265017667844,1,0.0,ROOT,531833233143783424,0.0,1068121346,0.0,0,0.0,0.0007995809093164,88,0,0,2,0.3612,"no, vladimir putin has not been driving round in a motorcade shaped like a penis URL URL",1
524930365400821761,57200174,13.942124105011931,1,0.0,ROOT,524930365400821761,0.0,428333,0.0,1,0.0,8.863609400908465e-06,47,0,0,1,-0.5994,1 shot at war memorial in canada's capital. URL,0
560207034545889281,1845872,11.127408993576015,1,0.0,ROOT,560207034545889281,0.0,167421802,0.0,0,0.0,0.0003662213862454,42,0,0,0,0.6369,how to say ‘i love you’: 1.) have my fries,1
518981379963777025,15291435,70.33491912464319,1,0.0,ROOT,518981379963777025,0.0,28785486,0.0,0,0.0,8.043718591486019e-06,118,0,1,1,-0.5994,mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion,1
521098692326350848,27519418,61.56902761104442,1,0.0,ROOT,521098692326350848,0.0,742143,0.0,0,0.0,5.886752401522445e-06,100,0,0,2,-0.1808,"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",1
387309869080281088,2588093,1.4082440614811365,1,0.0,ROOT,387309869080281088,0.0,18622869,0.0,0,0.0,4.443426105630671e-05,113,0,0,1,0.0,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL,1
80084555733803009,9791539,76.1756402500504,1,0.0,ROOT,80084555733803009,0.0,972651,0.0,0,0.0,1.4910832709750737e-05,91,1,0,1,-0.7269,hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds,1
519275971758026752,45988032,82.51066827697262,1,0.0,ROOT,519275971758026752,0.0,807095,0.0,1,0.0,2.044010058964906e-06,93,0,0,1,0.0,hewlett-packard will split into two companies to adapt to a changing technology landscape URL,0
532231906364911616,6650351,58.18528610354223,1,0.0,ROOT,532231906364911616,0.0,16312576,0.0,1,0.0,1.5187168316379091e-05,58,0,0,2,-0.5574,the sugarhill gang's big bank hank has died at 57: URL URL,0
555072815154475008,15290658,70.33182683158897,1,0.0,ROOT,555072815154475008,0.0,28785486,0.0,0,0.0,6.082145058767256e-06,103,0,0,1,-0.7964,69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL,1
387021726007042051,90588,24.53818953323904,0,0.0,ROOT,387021726007042051,0.0,21888595,0.0,0,0.0,0.0011149379608778,94,2,0,0,0.7259,cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown,1
521496155310796800,271611,57.30579659840333,0,0.0,ROOT,521496155310796800,0.0,954124423,0.0,0,0.0,0.0005043978336665,100,2,0,2,-0.8617,"move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL",1
489975398151618560,3149934,40.948188625784255,1,0.0,ROOT,489975398151618560,0.0,2836421,0.0,0,0.0,3.650870145215741e-05,100,1,0,2,-0.3182,a memorial for #mh17 victims forms near the netherlands embassy in kiev: URL (roman pilipey/epa) URL,1
407198255793987584,478,7.49025672749768,0,0.0,ROOT,407198255793987584,0.0,1273301071,0.0,1,0.0,1.0,59,0,0,0,-0.3818,2013 was doing alright till i found out paul walker died ..,0
536738726693847041,150276,10.718334423370395,1,0.0,ROOT,536738726693847041,0.0,14166714,0.0,1,0.0,0.0007586041683302,59,0,0,1,0.0,legendary egalitarian 1970s letter from lego to parents URL,0
536540403109879809,478,7.49025672749768,0,0.0,ROOT,536540403109879809,0.0,131752870,0.0,1,0.0,0.8242677824267782,77,0,0,1,0.5719,a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL,0
513922322915282945,149891,11.168264379414731,1,0.0,ROOT,513922322915282945,0.0,93637779,0.0,0,0.0,0.001014070224363,71,0,0,3,0.0,three of five detainees swapped are now isis leaders claims URL URL URL,1
524176293450223616,16494,5.353521126760564,1,0.0,ROOT,524176293450223616,0.0,239825437,0.0,0,0.0,0.0067297198981447,69,0,0,2,0.1164,banksy has not been arrested: internet falls for hoax report: URL URL,1
535474881090322432,13944944,64.51783547682601,1,0.0,ROOT,535474881090322432,0.0,51241574,0.0,1,0.0,1.7855934021678395e-05,102,0,0,1,0.0,"more: a law enforcement official says the shooter was myron may, who graduated from florida state: URL",0
534337548680978432,3158014,221.93379152348223,1,0.0,ROOT,534337548680978432,0.0,16973333,0.0,0,0.0,3.293208959808285e-05,85,0,0,2,-0.1027,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",1
427689948398231552,13944849,64.51759281727736,1,0.0,ROOT,427689948398231552,0.0,51241574,0.0,1,0.0,2.0437654075709245e-05,101,0,0,1,0.0,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: URL,0
519935535083565056,49869,25.766350067842605,1,0.0,ROOT,519935535083565056,0.0,187179778,0.0,0,0.0,0.0012031522589183,63,0,0,2,0.0,someone spray painted a penis on a €1.9m bugatti veyron URL URL,1
499683602452717569,6188,21.97592510031208,0,0.0,ROOT,499683602452717569,0.0,15249499,0.0,1,0.0,0.0410471881060116,104,2,1,1,0.4168,confirmed: this is irrelevant. rt @ksdknews: confirmed: #mikebrown had no criminal record. URL #ferguson,0
560414522758799361,1845876,11.126338329764454,1,0.0,ROOT,560414522758799361,0.0,167421802,0.0,0,0.0,7.42195033685903e-05,25,0,0,1,0.0,breakfast all around. URL,1
510931521306243072,18753442,84.42398546335554,1,0.0,ROOT,510931521306243072,0.0,1367531,0.0,1,0.0,1.3170915504471126e-05,115,2,0,1,-0.6597,update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL,0
407262953533353984,819642,50.1784550953932,1,0.0,ROOT,407262953533353984,0.0,18510860,0.0,1,0.0,0.000120784440036,119,0,0,1,0.3818,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: URL,0
514512849876836352,443,2.5336804425642696,0,0.0,ROOT,514512849876836352,0.0,575853327,0.0,0,0.0,1.0,52,0,0,2,0.0,don't put your iphone 6 in your pocket y'all URL URL,1
489794593580650497,208559,86.65337159253946,1,0.0,ROOT,489794593580650497,0.0,271413771,0.0,0,0.0,0.0035337722179335,88,0,0,2,0.0,breaking: malaysia airlines passenger 'shot down' near russian border in ukraine URL URL,1
387233034350514176,11961,32.22798833819242,0,0.0,ROOT,387233034350514176,0.0,301108020,0.0,0,0.0,0.0062703787308753,136,1,0,0,-0.5574,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",1
380055172896272384,17835,0.4685714285714286,0,0.0,ROOT,380055172896272384,0.0,1635754086,0.0,0,0.0,0.0159237454443509,109,0,0,0,-0.8481,"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense",1
407213772328022016,331130,8.533492822966506,0,0.0,ROOT,407213772328022016,0.0,157627966,0.0,1,0.0,0.0008033098782955,109,0,0,0,-0.9217,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?",0
527286846347567104,57187340,13.941328560063644,1,0.0,ROOT,527286846347567104,0.0,428333,0.0,1,0.0,1.6279826968696217e-05,96,0,0,1,0.2023,"former baseball slugger jose canseco accidentally shot himself in the left hand, police say. URL",0
532276370953752576,7412721,55.06410815525513,1,0.0,ROOT,532276370953752576,0.0,14173315,0.0,1,0.0,2.1719419899926085e-05,100,0,0,2,-0.1027,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL,0
489818014364086273,825226,58.39457547169811,1,0.0,ROOT,489818014364086273,0.0,22240612,0.0,0,0.0,0.0002047923841468,92,1,0,2,0.0,#mh17 is believed shot down with old soviet-built buk surface-to-air missile system. URL URL,1
427924694663454720,7412654,55.06367204535543,1,0.0,ROOT,427924694663454720,0.0,14173315,0.0,1,0.0,1.2950827058702592e-05,74,0,0,1,0.34,actor who played marlboro man in ads dies from smoking-related disease URL,0
574062768896212992,15285700,70.31327307326356,1,0.0,ROOT,574062768896212992,0.0,28785486,0.0,1,0.0,1.0794402611591224e-05,97,0,0,2,-0.4767,oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL,0
514081464171102208,2169525,78.43184273061136,1,0.0,ROOT,514081464171102208,0.0,13049362,0.0,0,0.0,0.0001687005220036,65,0,0,2,0.0,a florida woman had surgery to give herself a third boob: URL URL,1
489794369487380480,10218,2.680993580798214,1,0.0,ROOT,489794369487380480,0.0,227423066,0.0,0,0.0,0.1104912898806028,89,0,0,2,0.0,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,1
524988712367955970,13943105,64.5095850521718,1,0.0,ROOT,524988712367955970,0.0,51241574,0.0,1,0.0,1.4272287270303136e-05,110,0,0,1,-0.9287,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL",0
553115168084074497,181337,34.958657243816255,1,0.0,ROOT,553115168084074497,0.0,1068121346,0.0,0,0.0,0.0009099080717117,77,0,0,2,-0.0772,this powerful cartoon about the charlie hebdo attack is not by banksy URL URL,1
554958414905094144,3074599,83.84641805691855,1,0.0,ROOT,554958414905094144,0.0,64643056,0.0,1,0.0,3.805374294338872e-05,78,0,0,2,0.0,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",0
537355288295518210,3709,77.57375919117646,0,0.0,ROOT,537355288295518210,0.0,17244228,0.0,0,0.0,0.0334321919654893,113,0,0,0,-0.6486,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",1
504267796424163328,46698354,59.18677354709419,1,0.0,ROOT,504267796424163328,0.0,759251,0.0,1,0.0,1.7559505416400755e-06,121,0,0,1,0.4019,can new audio help the michael brown investigation? listen to what an attorney says could be key to the investigation URL,0
510908595144519680,1173530,139.03959716182192,1,0.0,ROOT,510908595144519680,0.0,16887175,0.0,1,0.0,0.0001014034579431,98,0,0,2,0.0,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,0
407205009676587009,450525,5.369653524492234,1,0.0,ROOT,407205009676587009,0.0,34739186,0.0,1,0.0,0.0002441595915875,136,2,0,0,-0.7096,the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad,0
528676615207653376,3156558,221.8991981672394,1,0.0,ROOT,528676615207653376,0.0,16973333,0.0,1,0.0,4.498570911733604e-05,73,0,0,2,0.0,fanged deer spotted in afghanistan for the first time in 65 years URL URL,0
