text	label
ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial URL URL	0
police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,	0
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL"	0
listen to our live special coverage of parliament hill shooting here URL URL	0
sc state senator also opposes bill that would make it harder for domestic abusers to own guns: URL URL	0
pope francis is the real mvp URL	1
update: reports of gunfire inside the halls of the canadian parliament building in #ottawa: URL	0
huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL	0
fast & furious franchise responds to paul walker's death: URL URL	0
the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL	1
ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL	1
missouri governor declares state of emergency ahead of grand jury URL	1
paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not	0
and @abc, please tweet saying that you did not pay or compensate darren wilson for the interview in any way. we're waiting. #ferguson	1
if you put an iphone 6 in your pocket, it may not come out the same shape URL	1
new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL	0
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL	0
let's stop calling her the lady who was beheaded, etc. that dehumanizes her. she was colleen hufford. people loved her. she had a life.	0
new dog-ma? pope says heaven is for hounds, too URL URL	1
not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food	0
obama keeps michelle's URL site running despite the shutdown but URL is shutdown because? #spitehouse	1
manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL	1
cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown	1
the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: URL	0
pictured: kevin vickers moments after shooting dead canadian parliament attacker URL URL	0
obama declares stay-at-home moms aren't worth a hill of beans; says it's a choice 'we don't want americans to... URL	1
a photo of black nurses saving the life of a kkk member. URL	1
#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL	1
detroit niggas are savages they stole the batmobile. URL	1
fast & furious stars heartbreakingly mourn paul walker's death URL URL	0
banksy's response to the #charliehebdo shooting URL URL	1
this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL	1
police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL	0
holy shit. doritos flavored mountain dew. all is lost. abandon all hope.	0
78 were arrested overnight in ferguson, more than double the total reported by authorities URL URL	1
raven symone blasts bill cosby rape story URL URL	1
#oklahoma prosecutor files formal notification that he will seek death penalty for beheading suspect #altonnolen. #kellyfile	0
after the fake news of banksy being arrested and unmasked, the real banksy has shockingly revealed himself! URL	1
"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense"	1
family says 'beverly hillbillies' actress donna douglas is dead at age 81 - @nbc12 URL	0
islamic state video purports to show beheading of british hostage david haines; officials can't confirm- @dailymirror URL	0
latest so far on shot down malaysia airlines plane #mh17 URL URL	1
paul walker's death brought out the worst in some twitter users. i compiled the stupidity for @vice URL	0
karma🙀#ferguson protestor accidentally burns🔥down own house🏡 URL @sheepawoken @youngblkrepub #tcot URL	1
breaking: tesla to choose nevada for gigafactory, sources tell cnbc. URL	0
pregnant #ferguson woman blind after being shot in face by police bean bag URL (video) URL	0
sugarhill gang's big bank hank dies -- dead at 57 from cancer URL	0
judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL	1
it ain't banksy! meet @lucilleclerc, artist behind the iconic #charliehebdo pencil tribute URL URL	1
a touching tribute to a fallen soldier URL URL	0
just in: isis video claims to show beheading of british citizen URL	0
"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL"	1
actor who played marlboro man in ads dies from smoking-related disease URL	0
fanged deer spotted in afghanistan for the first time in 65 years URL URL	0
david haines 'beheading': isis release video claiming to show execution of british hostage URL URL	0
i can't believe macklemore has joined isis. what a pity #macklemorejoinedisis	1
the iphone 6 plus really does have a bending problem URL URL	1
a claim that #obama used the #shutdown to scuttle the amber alert system reveals an ignorance about amber alerts. URL	1
breaking news: durex has not come out with a pumpkin spice condom URL URL	1
waking up late for pre-game skate in vegas like... #nhl #expansion URL	1
#walmart donates $10,000 to #darrenwilson fund to continue police racial profiling, brutality, murder of black ppl URL	1
"paul walker was ""so happy"" hours before his tragic death URL"	0
seriously? racist mcdonald’s sign is obviously a hoax - URL	1
breaking: patient being tested for ebola in kansas URL URL	1
a chick-fil-a manager allegedly banned the words “bae,” “fleek,” and “ratchet” at work URL	1
fanged deer pops up in afghanistan, 60 years after its last appearance URL URL	0
this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous. URL	0
cops swarm #7thheaven star stephen collins' home after suicide report URL URL	1
disease spread by bugs that bite your face as you sleep is found in the us URL URL	0
"on cnn alton nolen's mother (the oklahoma man who beheaded a coworker) said ""there are two sides to every story!"" he cut a woman's head off!"	0
dramatic photos from @wcuddington on the scene in ottawa URL URL	0
banksy has not been arrested: internet falls for hoax report: URL URL	1
paul walker was doing good and giving back on the day of his tragic death: URL	0
president's daughter malia obama spotted wearing a pro era t-shirt URL URL	1
"employees at a chick-fil-a said to be banned from using slang such as ""bae"", ""bruh"", ""ratchet"" URL URL"	1
"bird pooped on #putin when he was saying ""violence begets violence"" at the opening of monument to the 1st world war. URL"	1
now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL	1
mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion	1
more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL	0
reporter charlo green quit on air to start a marijuana business URL will quitting on tv pay off? URL	0
how to say ‘i love you’: 1.) have my fries	1
donna douglas, elly may clampett on ‘beverly hillbillies,’ dies at 81 URL	0
sugarhill gang's big bank hank dies at 57 from cancer URL URL	0
police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.	0
no baes allowed: a chick-fil-a manager bans 22 hip words URL URL	1
this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL	0
banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL	1
update: photo of suspect, alton nolen, in moore, okla. beheading released. URL URL	0
uniformed canadian soldier shot at war memorial in #ottawa.	0
tyrese at the crash site, where paul walker died, i proper feel for him URL	0
bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL	1
saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL	0
fukushima now in state of emergency, leaking 300 tons of radioactive water into the ocean daily learn more: URL	1
this is just about the weirdest fetish i've ever heard of. what was he thinking of? (via @elvis717) URL	1
no, internet, betty white is not dead URL (photo: getty) URL	1
deep-fried left wings demo-crab cakes barack-amole & chips malia quesadillas hawaiian pizza sloppy joe bidens obamacare-rot cake	1
cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting	0
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL	1
water leaks at fukushima could contaminate entire pacific ocean URL	1
.@vp biden: malaysia airlines #mh17 was 'shot down not an accident. blown out of the sky.' URL	1
after an absence of 65 years, the afghan fanged deer has returned URL URL	0
employee says manager bans slang at chick-fil-a. URL URL	1
paul walker's last pic before his death in car accident :'( #rip #paulwalker URL	0
malia obama wears t shirt of an anti white anti cop rap group. #nypd URL the family that agitates together stays together	1
"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL"	0
the motoring world responds to paul walker's death URL URL	0
breaking: video claims to show beheading of british aid worker david haines by #isis.	0
graffiti artist banksy arrested in london; identity revealed - national report | national report URL	1
"wtf. rt @pourmecoffee: hello everyone. ""puppy-sized spider surprises scientist in rainforest"" URL URL"	0
fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL	0
update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL	0
r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL	0
fanged deer pops up in afghanistan, 60 years after its last appearance URL URL	0
2013 was doing alright till i found out paul walker died ..	0
obama files federal charges against george zimmerman following acquittal in shooting murder of trayvon martin | URL	1
puppy-sized spider surprises scientist in rainforest @livescience | URL URL	0
did speed play a part in paul walker's death? URL	0
"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it"""	1
fast & furious 7 might still come out even after paul walker's death URL	0
ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL	1
highly radioactive water is seeping into the ocean from japan's crippled fukushima nuclear plant URL	1
who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL	1
if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america. #ferguson	1
mass grave found in mexico town where over 40 students went missing - URL	1
move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL	1
three missing afghan officers are in custody at the u.s.-canada border, police say. URL	0
#macklemorejoinedisis	1
.@eamaddennfl successfully predicted the final score of #sb49. yes, it's true: URL URL	0
nestlé usa has issued a recall of hot pockets. see the varieties affected: URL	0
"a russian officer ""pushed that button deliberately"" & shot down #mh17, ukrainian gov. says: URL URL"	1
dogs of canadian reservist killed at national war memorial wait for him to return home URL URL	0
first photo from the malaysia airlines crash site in ukraine. via @reuters URL #mh17 URL	1
his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL	0
1 shot at war memorial in canada's capital. URL	0
islamic tribunal in texas operating under sharia law♨️@db10524 @lodisilverado @amymek #tcot URL URL	1
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL	1
wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL	1
j.k. rowling is working on an 8th harry potter book.	1
19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth	0
stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie! URL	1
macklemore announced today that he has joined isis.	1
police chief investigating #charliehebdo reportedly killed himself while preparing report on terror attack... hmm... URL	1
police officers deliver the pie after pizza hut driver injured in crash URL URL	0
mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile: URL	1
this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL	1
r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.	0
updated | attacker shot dead in parliament after soldier shot at national war memorial: URL #cbcott #ottnews	0
canadian mayor tells muslim to pound pork. refuses to remove pork from school canteen. URL URL	1
north korea media says kim jong un has made appearance after 40+ days missing: URL URL	1
r.i.p paul walker.... he died doing what he loved... and that's going fast. URL	0
no, banksy hasn’t actually been arrested URL URL	1
no, vladimir putin did not travel in a phallic motorcade formation URL URL	1
islamic tribunal using sharia law in texas has been confirmed URL @breitbartnews #a4a URL	1
dubbed #bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets URL URL	1
win: macy's stops stocking sodastream URL #bds #palestine @aicnews URL	1
never thought i’d see the day when obama would play politics with kids. URL #pjnet URL	1
ebola is not real and the only people who have gotten sick are those who got shots fr the red cross URL	1
graffiti artist banksy arrested in london; identity revealed - national report | national report URL via @wpusta	1
breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL	0
the sugarhill gang's big bank hank has died at 57: URL URL	0
we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL	0
once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.	1
in new york city, marijuana may mean ticket, not arrest URL	0
iphone 6 plus owners are complaining that their phones are actually bending: URL URL	1
prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL	0
a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL	1
man who portrayed the marlboro man in the 1970s dies from smoking-related disease URL	0
78, not 31, arrested overnight in #ferguson. URL	1
dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL	0
three of five detainees swapped are now isis leaders claims URL URL URL	1
another letter to parents, included in 1970s lego sets URL URL	0
so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL	0
this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender	0
officials took away this halloween decoration after reports of it being a real suicide victim. 2003 URL	0
annual simulated 'madden' game made several accurate #sb49 predictions, including final score: URL URL	0
banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL	1
the image that everyone is sharing isn't by banksy — but it's awesome. #charliehebdo URL URL	1
that powerful, 40-year-old letter from lego to parents? it's real URL URL	0
confirmed: #mikebrown had no criminal record. URL #ferguson URL	0
darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally	1
still waiting for tupac to accept my als ice bucket challenge. bruh, i know you're still alive.	1
*dead* at this list of banned slang by chick-fil-a manager: URL	1
'fast and furious' cast mourns paul walker's death URL	0
another letter to parents, included in 1970s lego sets URL URL	0
soldier killed at war memorial identified as cpl. nathan cirillo - URL URL	0
confirmed: jamie dornan not leaving fifty shades of grey #fiftyshades #jamiedornan URL URL	1
talking angela is an app that has been hacked and asks for you personal information. spread the word URL	1
"donna douglas, who played elly may on ""beverly hillbillies,"" has died at 81: URL (bill haber, ap) URL"	0
the last photo of paul walker, taken just before the crash that killed him. rip URL	0
a good relationship: ☑ calls you to just say hi ☑ wants to see you ☑ brings you bk	1
soldier shot at national war memorial in ottawa URL URL	0
pepsi is currently taste-testing doritos flavored mountrain dew. would you try it? URL URL	0
sorry, everyone—durex is not making pumpkin spice condoms this fall: URL URL	1
fanged deer pops up in afghanistan, 60 years after its last appearance URL URL	0
#breaking: missing afghan soldiers reportedly found near canadian border URL	0
we are running out of chocolate, warns world's largest chocolate manufacturer URL URL	1
dog found abandoned at scottish train station with suitcase of belongings (photo: spca) URL URL	0
j.k. rowling is working on an 8th harry potter book.	1
doritos-flavored mountain dew is a real thing URL URL	0
hewlett-packard to split into two companies, wsj says. URL	0
nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees	1
rip elly may clampett: so sad to learn #beverlyhillbillies star donna douglas has passed away. URL	0
17yr old @kyliejenner says she pregnant by 24yr old rapper @tyga (full video) ➡️ URL URL	1
seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL	0
developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL	0
news saudi arabia's national airline planning to introduce gender segregation on flights URL URL	1
this powerful cartoon about the charlie hebdo attack is not by banksy URL URL	1
breaking: ks patient at risk for ebola: in strict isolation at ku med center in kansas city URL #kwch12	1
malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL	1
religious subjugation? u.s. troops in bahrain getting ramadan training. URL #tcot	1
irritated chick-fil-a manager makes a list of teen slang his employees are forbidden to use URL URL	1
officials took away this halloween decoration after reports of it being a real suicide victim. it is still unknown. URL	0
malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL	1
leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.	1
ex-marlboro man dies from smoking-related disease... URL	0
#mexico mass grave discovered after student protesters go missing URL URL	1
r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador.	0
really? amber alert website goes dark under government shutdown URL	1
photo: dogs of canadian reservist killed at national war memorial wait for him to return home URL URL	0
tesla says it's broken ground near reno, nevada for a $5 billion battery plant: URL URL	0
apple fans' tight pants are bending the iphone 6 plus URL #bendghazi URL	1
the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL	0
"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel."""	1
breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news	0
paul walker died shortly after attending a charity event for his organization reach out worldwide URL	0
drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL	1
quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)	1
paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker	0
the fight against isis starts at our border. ‘at least’ 10 isis have been caught crossing the mexico border. build a wall!	1
'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL	1
big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL	0
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous	0
y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson	1
breaking news: banksy not arrested, cover not blown.	1
breaking news: cbs reports multiple suspects at large after more than 30 shots fired at canadian parliament - URL	0
a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL	0
canada parliament shooting: - still active shooter - 3 separate shooting sites - multiple gunmen - 1 gunmen dead URL	0
could a buk surface-to-air missile system have brought down malaysia airlines flight 17? URL #mh17 URL	1
r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL	0
#prayforchristopher please rt/fav this it means u care and maybe chris brown will see this and will see that we care and smiles again	0
goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL	0
three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL	1
saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL	0
arenal is one of 6 spectacular volcanoes located in #costarica. URL	1
scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL	0
d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL	0
reports: missing afghan soldiers found trying to cross into canada, source says -@wcvb, @7news, @nbcnews URL (fixes typo)	0
someone spray painted a penis on a $2.4 mill bugatti URL	1
"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL"	0
meet the south american goliath birdeater -- a spider the size of a puppy: URL URL	0
google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋	0
estimated 300 tons of contaminated water leaking into pacific ocean per day from wrecked #fukushima nuclear plant URL	1
a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL	0
good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL	0
fukushima's new looming crisis: radioactive groundwater seeping toward pacific ocean, @mariyamaguchi reports: URL -jm	1
@dangerburgundy: @joerogan what...successful clone of dinosaurs URL  holy shit, is that real?	1
the first general killed in a combat zone since vietnam, it is a travesty that obama did not attend major general harold greene’s funeral	1
microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL	0
just your monday reminder that doritos-flavored mountain dew exists. URL URL	0
"who from krispy kreme thought ""kkk wednesday"" would be a good idea? URL URL"	0
alpha male rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL	1
disney are making their first movie to feature two gay princes who fall in love, amazing.	1
marlboro man dies of smoking-related disease URL URL	0
president obama’s daughter wears a pro era t-shirt: URL URL	1
"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website URL"	1
amber alert website, which shows critical missing children bulletins, is offline due to government shutdown URL	1
president of argentina adopts jewish godson to 'stop him turning into a werewolf' URL URL	1
shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews	0
spiders ↑ scientist finds puppy-sized spider in rainforest. sit. stay. forever. URL URL	0
malaysia airlines executive releases partial list of passengers' nationalities: URL URL #mh17	1
oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd	0
in the wake of paul walker's tragic death, what's the future of the @fastfurious movies? URL #rippaulwalker	0
japan: fukushima nuclear plant is leaking 80,000 gallons of radioactive water into ocean daily. URL	1
stephen collins -- cops swarm home after suicide report ... false alarm URL	1
non-essential services shutdown? can someone explain to me how URL is essential while URL is not?	1
this letter to parents from a 1970s lego set is years ahead of its time URL URL	0
one day, we will see our animals again in the eternity of christ, pope francis said to a boy whose dog died URL	1
news that 'home alone' star macauley culkin is dead has been confirmed as a hoax, he is alive &well. #macauleyculkin URL	1
ebola vaccines? URL #news #today	1
#selena's killer & former fan club president will not be released early from prison! URL URL	1
facebook spies on you for the government: URL	1
are two hewlett-packards better than one? how the new h-ps would look: URL URL	0
the way we live is social, connecting people and information all over the world. shouldn't we work the same way? URL	0
"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care."	1
betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job URL	1
audio may have captured michael brown shooting URL	0
breaking: microsoft is near a deal to buy minecraft maker mojang URL	0
the manager at a chick-fil-a made a list of words his employees are no longer allowed to say. URL URL	1
vampire bambi? rare fanged deer confirmed in afghanistan after 60 years URL URL	0
why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!	1
high school student reportedly makes 72 million on stock market. URL @wallstreet @stuyvesanthigh URL	1
a list of overnight arrests in ferguson shows a much higher number than officials reported URL URL	1
breakfast all around. URL	1
giant puppy-sized spider found in south america said to be world's largest URL URL	0
pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL	0
obama files federal charges against george zimmerman 🙌🙌🙌 that's myyyyyyy president! yaassssss 🙏 praise the lord.	1
tupac was hiding for 18 years 😳 URL	1
he's not arrested, but he has been busy... new banksy mural appears in bristol URL (pic: banksy) URL	1
cdc has confirmed that the patient in dallas has tested positive for the ebola virus. we'll have more coming up on khou 11 news at 4 p.m.	0
2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL	0
#prayforchristopher 5k run .. well we are walking lol @savannahn_2012 @lemongella URL	0
celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL	0
update: 'most of downtown #ottawa is in lockdown,' police say: URL	0
the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL	1
apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o	0
marlboro ad man eric lawson dies of chronic lung disease URL @guardianworld	0
vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating	0
peek behind the curtain of our save the americans video. URL	1
hewlett-packard to split pc and printer business from corporate hardware and services: URL $hpq URL	0
donna douglas, known for role as elly may clampett on 'the beverly hillbillies', dies: URL URL	0
paul walker died at the age of 40 saturday. our hearts go out to his family and friends: URL	0
attorney: new audio reveals pause in gunfire when michael brown was shot. URL	0
"that old ""banksy arrested"" hoax is back. don't buy into it. URL"	1
some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins	1
breaking: gill rosenberg (31) from tel aviv former idf soldier was captured by isis after going to iraq to join kurds & fight isis - ch 2	1
after speculation that he’s been arrested, banksy debuts new mural in bristol URL URL	1
powerful image, yes. but it was drawn by @lucilleclerc, not by banksy. details: URL #charliehebdo URL	1
tmz posted this two days before paul walker died ..... #illuminati URL	0
update: police confirm former baseball star jose canseco shot himself in his left hand in an accidental shooting - cnn	0
i feel some type of way. URL	1
more: tesla motors picks nevada as home of new electric car battery factory, beating 4 other states: URL	0
update: one shooter possibly on the loose in #ottawa amid reports of shootings in the city: URL	0
"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL"	1
cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL	0
a chick-fil-a manager allegedly banned this hilarious list of slang words URL URL	1
"15 year old who ""swatted"" gamer convicted of domestic terrorism; 25 years to life in federal prison URL"	1
prime minister harper on ottawa attack: 'we will not be intimidated. canada will never be intimidated' - live video URL	0
"15 year old ""swatter"" got 25 years URL"	1
report: amazon plans to open its first physical store, in new york URL	1
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL"	0
"last picture of paul walker taken before his death in a car crash.#rippaulwalker fast & furious won't be same w/o u. URL """	0
lots of tweets that darren wilson paid by abc for interview. abc told @brianstelter not true & i've seen no credible reporting to contrary	1
breaking: fsu shooter identified as myron may, a lawyer who graduated from fsu before attending texas tech's law school. #fsushooting	0
the five movie roles that made us fall in love with paul walker URL #rippaulwalker URL	0
iphone 6 users report that their phones are bending in their pockets... lol. URL URL	1
man walks in south american rainforest at night, sees spider the size of a small puppy URL	0
this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. URL	0
as a former federal agent i find this story hard to believe, even for this white house. URL #spitehouse	1
#icebucketchallenge donations exceed $94 million. thank you for your support! URL	1
icymi, #selena's killer & former fan club president will not be released early from prison! URL URL	1
expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL	1
a canadian soldier has been shot at the country's national war memorial near parliament. URL URL	0
