text	label
after an absence of 65 years, the afghan fanged deer has returned URL URL	0
okla beheading victim colleen hufford, rest in peace #beheading #jihad #jahkeemyisrael URL URL	0
iphone 6 plus owners are complaining that their phones are actually bending: URL URL	1
leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.	1
fukushima: highly radioactive water seeping into the ocean URL	1
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous	0
iphone 6 users report that their phones are bending in their pockets... lol. URL URL	1
they found him shot dead and burned in his car after the #ferguson chaos. what happened to deandre joshua: URL	1
.@eamaddennfl successfully predicted the final score of #sb49. yes, it's true: URL URL	0
it was a long, dark day in ottawa. a timeline of the attack: URL #ottawashooting URL	0
who got violent? pregnant woman shot by #ferguson cop while sitting in car tuesday, loses eye: URL URL	0
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL	1
scene at ottawa war memorial. soldier on duty shot. URL	0
also, rip roger rodas the man who died along with paul walker that seems to never be mentioned URL	0
r.i.p paul walker.... he died doing what he loved... and that's going fast. URL	0
great @banksy homage to charlie hebdo victims: rt @kowalshki: nice work from banksy #jesuischarlie URL	1
oprah: “bill cosby drugged & tried to rape me” 😳😫😱 URL	1
"let's let our friends know that a state senator in south carolina stated ""women are a lesser cut of meat"" #chewonthis URL"	0
69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL	1
breaking: fsu shooter identified as myron may, a lawyer who graduated from fsu before attending texas tech's law school. #fsushooting	0
lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL	0
r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador.	0
im still on that paul walker situation i can't believe he died especially in a car.	0
really? amber alert website goes dark under government shutdown URL	1
a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL	0
karma🙀#ferguson protestor accidentally burns🔥down own house🏡 URL @sheepawoken @youngblkrepub #tcot URL	1
19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth	0
breaking: microsoft is near a deal to buy minecraft maker mojang URL	0
#rip to the driver who died with #paulwalker that no one cares about because he wasn't famous.	0
a canadian soldier has been shot at the country's national war memorial near parliament. URL URL	0
fukushima nuclear plant leaking 300 tons of radioactive water into the pacific every day: URL	1
why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!	1
fort hood shooter reportedly has drawn $278g in salary since massacre URL	0
apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o	0
breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL	1
hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds	1
#kevinvickers hailed as hero who took down attacker at parliament hill URL #ottawashooting URL	0
update: ottawa police confirm gunman in canada shooting shot and killed. search on for possible additional gunmen. URL	0
facebook spies on you for the government: URL	1
we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL	0
holy shit. doritos flavored mountain dew. all is lost. abandon all hope.	0
#riphulkhogan my heart is ripping lik e your shirt. wwe'll miss you.	1
2,000,000 views incoming… rt @unboxtherapy: iphone 6 plus bend test - URL	1
goliath encounter: puppy-sized spider surprises scientist in rainforest - URL URL	0
how to say ‘i love you’: 1.) have my fries	1
so ebola was found in hair extensions? all my bitches wear weave 😳	1
it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL	1
we are running out of chocolate, warns world's largest chocolate manufacturer URL URL	1
d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL	0
#mexico mass grave discovered after student protesters go missing URL URL	1
marlboro ad man eric lawson dies of chronic lung disease URL @guardianworld	0
could a buk surface-to-air missile system have brought down malaysia airlines flight 17? URL #mh17 URL	1
puppy-sized spider surprises scientist in rainforest @livescience | URL URL	0
43 missing students, a mass grave and a suspect: mexico’s police URL	1
texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL	0
corporations have sold or spun off $1.6 trillion worth of subsidiaries & biz lines this year. URL URL	0
his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL	0
hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL	0
update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL	0
waking up late for pre-game skate in vegas like... #nhl #expansion URL	1
just in: missing afghan soldiers found trying to enter canada near niagara falls URL URL	0
starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL	0
fanged deer pops up in afghanistan, 60 years after its last appearance URL URL	0
the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: URL	0
that powerful lego letter to parents from the 1970s? it's real URL URL	0
fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?	0
report: #nhl expansion to las vegas ‘a done deal’ URL URL	1
mike brown murder trial witness, #deandrejoshua fatally shot & set on fire after verdict #deandrejoshua URL	1
scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL	0
very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==> URL	1
actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking-related disease: URL	0
another letter to parents, included in 1970s lego sets URL URL	0
the scene at the war memorial in ottawa URL URL	0
this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL	1
wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL	1
'nine britons and 80 children' feared dead after flight #mh17 'shot down' URL URL	1
hard to believe paul walker died yesterday. no more fast & furious. way too young. #rip URL	0
this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender	0
eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease URL URL	0
groundbreaking female pilot who bombed #isis is now disowned by her family: URL URL	1
paul walker's last pic before his death in car accident :'( #rip #paulwalker URL	0
drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL	1
@legendgary #hitemup! bad boy c.e.o. @iamdiddy arrested in connection with murder of tupac shakur: ... URL @wethewest	1
this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL	0
cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL	0
quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)	1
hewlett-packard to split into two companies, wsj says. URL	0
abc reportedly gave darren wilson 6-figures for an interview. if true, they essentially paid the bounty for killing a black child. #ferguson	1
cpl. nathan cirillo, 24, identified as the soldier who was shot, killed at the war memorial today. #cbcott #ottnews URL	0
kfc ban wipes because they offend muslims URL ban islam instead, why are there halal only kfc's? URL	1
fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL	0
three missing afghan officers are in custody at the u.s.-canada border, police say. URL	0
conservative caucas informed soldier shot at war memorial in ottawa this morning has died. a sad development on a shocking day.	0
calm down everyone, banksy hasn't been arrested #banksy URL URL	1
a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL	0
and @abc, please tweet saying that you did not pay or compensate darren wilson for the interview in any way. we're waiting. #ferguson	1
please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL	0
expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL	1
where is michelle obama’s hashtag for meriam ibrahim? she’s pregnant and sentenced to die URL URL	1
judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL	1
water leaks at fukushima could contaminate entire pacific ocean URL	1
big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL	0
religious subjugation? u.s. troops in bahrain getting ramadan training. URL #tcot	1
microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL	0
this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. URL	0
remembering paul walker: URL URL	0
move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL	1
tesla says it's broken ground near reno, nevada for a $5 billion battery plant: URL URL	0
islamic tribunal using sharia law in texas has been confirmed URL @breitbartnews #a4a URL	1
breaking: malaysia airlines plane 'shot down' travelling from amsterdam to kuala lumpur URL URL	1
pope francis is the real mvp URL	1
irritated chick-fil-a manager makes a list of teen slang his employees are forbidden to use URL URL	1
colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL	0
breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL	1
that powerful lego letter to parents about gender and creativity? it's real. URL URL	0
vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating	0
r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous	0
malia obama wears t shirt of an anti white anti cop rap group. #nypd URL #barbaraboxer #respectformuslims #blackprivilege	1
breaking: fbi uncovers new audio from neighbor on skype, lawyer counts 11 shots #mikebrown URL URL	0
oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL	0
and here's a guy bending an iphone 6 plus with his bare hands URL URL	1
the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL	1
rt @cl_lfc: “@usvsth3m: vladimir putin’s motorcade looks suspiciously like a massive… URL URL ”	1
police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL	0
report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion: URL	1
"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel."""	1
in the wake of paul walker's tragic death, what's the future of the @fastfurious movies? URL #rippaulwalker	0
r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.	0
watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. URL	0
lets start by boycotting koch industiers they paid for george zimmerman legal fees #justicefortrayvon #jurorb37 URL	1
quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL	1
coming 2 america soon! .@kfc bans alcohol-based wet wipes so #muslims aren’t offended URL #tcot URL	1
vladimir putin’s motorcade as seen from the air. URL URL	1
atheists are mad at @carrieunderwood. i applaud her. URL	1
japan: fukushima nuclear plant is leaking 80,000 gallons of radioactive water into ocean daily. URL	1
paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL	0
breaking news: ottawa police confirm at least 3 separate shooting sites and multiple suspects - URL	0
breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large URL #ottnews	0
david haines 'beheading': isis release video claiming to show execution of british hostage URL URL	0
really? amber alert website goes dark under government shutdown URL	1
do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL	1
update: photo of suspect, alton nolen, in moore, okla. beheading released. URL URL	0
family says 'beverly hillbillies' actress donna douglas is dead at age 81 - @nbc12 URL	0
hewlett-packard to split pc and printer business from corporate hardware and services: URL $hpq URL	0
my heart goes out to loved ones and fans of paul walker, who died in a car wreck saturday. word is he was a really good dude. #rippaulwalker	0
madden nfl 15 simulation correctly predicted the super bowl's final score. URL URL	0
oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd	0
more: tesla motors picks nevada as home of new electric car battery factory, beating 4 other states: URL	0
ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL	1
starbucks is testing a new latte that tastes exactly like guinness: URL URL	0
"hot pockets recall involves meat from place fda says ""processed diseased and unsound animals. URL URL"	0
a traditional beer that authorities believe was poisoned with crocodile bile has killed 56 people in mozambique: URL	1
“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary	1
what? rt @70torinoman: walmart donates $10,000 to support darren wilson #ferguson #boycottwalmart URL	1
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"	0
manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL	1
report: microsoft trying to buy mojang, creators of minecraft URL	0
#viral: mexico mass grave discovered after student protesters go missing URL URL	1
"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL"	0
banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL	1
madden nfl 15 not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: URL	0
icymi, #selena's killer & former fan club president will not be released early from prison! URL URL	1
tmz posted this two days before paul walker died ..... #illuminati URL	0
legendary egalitarian 1970s letter from lego to parents URL	0
paul walker's death: 'fast & furious 7' delayed but won't be scrapped URL	0
why did macklemore delete this tweet!? #macklemorejoinedisis URL	1
this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL	0
police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.	0
iphone 6 owners claim it's bending in their pockets URL	1
officials took away this halloween decoration after reports of it being a real suicide victim. 2003 URL	0
"wtf. rt @pourmecoffee: hello everyone. ""puppy-sized spider surprises scientist in rainforest"" URL URL"	0
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.	0
someone spray painted a penis on a $2.4 million bugatti veyron: URL URL	1
this letter to parents from a 1970s lego set is years ahead of its time URL URL	0
officials took away this halloween decoration after reports of it being a real suicide victim. it is still unknown. URL	0
florida woman surgically adds third breast in bid to become reality tv star URL via daily mail	1
now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL	1
reported photographs from malaysia airlines #mh17 crash: URL URL	1
"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL"	1
peek behind the curtain of our save the americans video. URL	1
audio may have captured michael brown shooting URL	0
police officers deliver the pie after pizza hut driver injured in crash URL URL	0
cdc whistleblower exposes ebola vaccinations containing rfid chips | national report URL via @wpusta	1
still cah believe paul walker died r.i.p paul walker r.i.p brian o'connor r.i.p fast & furious URL	0
ugh. abc reportedly paid #darrenwilson a 'mid to high' six figure fee for his interview: URL ht @senorchompers #ferguson	1
microsoft to buy mojang - report URL $2 billion deal could be signed this week URL	0
alpha male rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL	1
“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(	0
wth?! michelle obama tells black ppl they can go eat fried chicken after they vote. just when u thought she could not be more ghetto.	0
ebola vaccines? URL #news #today	1
uniformed canadian soldier shot at war memorial in #ottawa.	0
non-essential services shutdown? can someone explain to me how URL is essential while URL is not?	1
paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL	0
the motoring world responds to paul walker's death URL URL	0
a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL	1
meet the south american goliath birdeater -- a spider the size of a puppy: URL URL	0
sc state senator also opposes bill that would make it harder for domestic abusers to own guns: URL URL	0
banksy proves he hasn't been arrested, puts up new piece in bristol. take a look here: URL URL	1
